Gene1,Gene2,Score
PLEK,STARD5,0.0347926970164699
HOPX,LCP2,0.0347816499462082
WDHD1,H1FX-AS1,0.0347800598013932
PLEK,PCAT1,0.0347720071279026
BATF,JHDM1D-AS1,0.034767560822604
MTA1,OOEP,0.0347647635879531
CENPA,C1QTNF4,0.0347601532082558
ZFHX3,PAFAH1B2,0.0347413373669771
ARNT,FOS,0.0347254698650939
MTA1,PLAUR,0.0347196031104559
ZBTB38,UPF1,0.0347162185731536
MLXIP,SUPT4H1,0.0346975159199203
ZSCAN2,FAM161A,0.0346904094475353
ZNF143,OOEP,0.0346828580562579
ZNF576,C5orf56,0.03468039943338
PLEK,RORB,0.0346767240296723
PLEK,FGR,0.0346700965642213
MTA1,HSPG2,0.0346606090026226
ZNF470,TSTD3,0.034655808233721
ARID5B,SPRED1,0.0346531607767232
PKNOX1,TPST2,0.0346482274946139
FOSB,RP5-1024G6.5,0.0346410954878199
BATF,RGL3,0.0346338206051124
ZBTB38,SPON2,0.0346312510738958
LEF1,RP11-460I13.2,0.0346289925888581
PKNOX1,KIF20A,0.034622463148546
ZNF683,CCL4,0.034606455941147
BBX,DST,0.0346033444283959
ID3,PARPBP,0.0346028923942205
YEATS4,MRPL9,0.0346002685637626
FOSB,RP11-532F12.5,0.0345951255509714
BAZ2A,CDK14,0.0345948452394598
CEBPD,RP5-991G20.4,0.0345877781362804
BAZ2A,NPPA-AS1,0.034572167765695
ID3,DUS4L,0.0345700214735236
BAZ2A,CTA-384D8.35,0.0345653312663217
RUNX3,CLMN,0.0345621965520719
PLEK,AKAP10,0.0345618716948916
HOPX,PQLC3,0.0345587459908442
ID3,CRISPLD2,0.0345576189347441
SOX13,CPNE2,0.0345248010695874
PLEK,LINC00877,0.0345186891799577
BATF,PIGW,0.0345087106963701
ZNF277,RP11-672L10.6,0.0345050711298786
ARID5B,PLK4,0.0345012578632576
PPARG,HLA-DQA1,0.0344858726861465
ID2,KLKB1,0.0344857963276584
ID3,KLB,0.0344806708714276
SATB2,FZD2,0.0344789007704413
PKNOX1,AVPI1,0.034477935982959
TBX1,VPS26B,0.0344768520411222
ZNF737,CTD-2650P22.1,0.0344733971614175
ZNF683,LIPC,0.0344720287417768
ZNF320,MRPL9,0.0344719815821438
MYSM1,FPR1,0.0344699041752585
BBX,DNMT3B,0.034467650056228
MIXL1,MATK,0.0344620382392723
CEBPD,AC025335.1,0.0344617498779299
ID2,VLDLR,0.0344347304645103
ID2,SUDS3,0.0344289652246473
RORB,PRSS36,0.0344284514178303
BBX,CCDC82,0.0344271325866411
FOSB,CTA-384D8.35,0.0344240019299627
TCF12,SCARF1,0.034415939348107
MAFG,PTPN14,0.0344093785171159
HOPX,ZSCAN2,0.0344046901361839
CEBPD,AC195454.1,0.0343993575291455
PKNOX1,TBCEL,0.0343904636901767
FOXN2,FAM57A,0.0343854220361625
CEBPD,RP11-477D19.2,0.0343828107571138
MTA1,BATF,0.0343687438026271
ZNF143,GRK4,0.0343682536786628
YEATS4,CTD-2006H14.2,0.0343611540420974
ASCL2,CYTL1,0.0343565630071627
ZSCAN2,MYBL1,0.0343486150054411
MLXIP,PZP,0.0343324352260573
ARID5B,GPR89B,0.0343311947861934
RUNX3,CCDC81,0.0343305662001711
TP63,CLMN,0.0343230328442526
MIXL1,DNMT3B,0.0343085822209566
TP63,RP1-28H20.3,0.0342881498426696
ARID5B,JAG1,0.0342825772897816
YEATS4,ASCL2,0.034273419360258
HOPX,YKT6,0.03426800121634
ZNF143,GLG1,0.0342674193035118
ZBTB38,GNG11,0.0342668212813578
HOPX,STS,0.0342651409550218
YEATS4,TPPP,0.0342602677187305
BATF,ID3,0.0342545343322601
DNAJC1,PPBP,0.0342541105264193
PLEK,AC016907.3,0.0342491895351254
ID3,HLA-DQA1,0.0342486740887205
ASCL2,BEND4,0.0342376800100116
RUNX3,GALNT6,0.0342357978951237
ID3,RP5-1024G6.5,0.0342328780400852
ARID5B,HSPG2,0.0342249807080268
FOXN2,TREML1,0.0342231973006383
ZNF143,GPR89B,0.0342131178880841
ZBTB38,RP11-10A14.4,0.0342052941708808
MYBL1,KAT2B,0.0342032099409682
RUNX3,RP11-339B21.13,0.0342026851743978
HOPX,SLC10A5,0.0341993193594298
CEBPD,PTPN14,0.0341990073827409
SOX13,H1FX-AS1,0.0341917472733064
FOXK1,C5orf56,0.0341876696514793
MYBL1,RP4-635E18.6,0.0341821292166899
FOXK1,RP4-677H15.4,0.0341659607069993
MYBL1,EXOG,0.0341544571098307
SNAI3,DUSP12,0.0341492239855205
MYBL1,RP11-388P9.2,0.0341421340426199
ASCL2,CTD-2165H16.4,0.0341312554459662
POU5F2,SLC17A9,0.034122809581561
ID3,RP11-269M20.3,0.0341187876421655
PPARG,GATM,0.034116930394309
ZNF264,CTA-384D8.33,0.0341134384494444
ID3,SLC2A7,0.0341096263901367
ZNF277,MYBL1,0.0341090037994112
FOXN2,RSF1,0.0341071994770306
MTA1,RP3-522J7.6,0.0341011430240012
ZNF143,FAM181B,0.034094632664885
ATF6,RP11-29H23.4,0.0340747596346981
FOXK1,CCT6B,0.0340511230445174
ZNF277,STS,0.034048525944802
FOS,KLKB1,0.0340472016952312
MYSM1,CDC42BPG,0.0340338709198354
ARID5B,RP5-991G20.4,0.0340209982150932
GABPA,CTSO,0.0340112420036805
JUN,CENPA,0.0340041092443174
ARID5B,KBTBD6,0.0340032012553704
MYBL1,PTMS,0.0339872368169587
YEATS4,C1orf35,0.033979004268184
ZNF155,MLXIP,0.0339773298688105
BATF,PKNOX1,0.0339723090251784
THAP6,BBX,0.0339657026579863
KLF6,AC195454.1,0.0339580493217808
ZNF737,HLA-B,0.0339558450976941
THAP6,STS,0.0339486189160057
MYBL1,FGF14-AS2,0.0339465955734228
BATF,HSPA2,0.0339440361098671
DNAJC1,CDC42EP3,0.0339401092670833
BATF,MYBL1,0.0339397268591814
FOXK1,KIF3A,0.0339321566036222
ARID2,RAB27A,0.03392943206523
CEBPD,RSRC1,0.0339136375253472
BATF,PACSIN3,0.0339098273244285
DNAJC1,ARID2,0.0339055626817513
POU5F2,PLD1,0.0339013878759229
ZNF532,SRFBP1,0.0339008644756222
ZSCAN29,JAK2,0.0338939960845996
RUNX3,RNF166,0.0338936237263493
RUNX3,GRK4,0.0338926632512595
ZBTB38,OXTR,0.0338841812422954
TBX1,RP11-10A14.4,0.0338810701990871
DNAJC1,TPPP,0.0338736934437732
RUNX3,AP000442.1,0.0338733667103633
ZNF547,AIF1,0.0338727685623149
ARID2,GP9,0.0338630754003395
FOSB,PKD2,0.033856956777517
ZNF547,TAF13,0.0338437525884987
ZBTB34,MC1R,0.0338425913466376
PKNOX1,LATS2,0.0338220067806359
ZNF660,GRHPR,0.0338204798813815
ARID5B,USP16,0.0338193020160061
ARID5B,RP11-49C24.1,0.0338151882359634
BAZ2A,CD300LF,0.0338130840680475
ZFHX3,RP11-905K4.1,0.0338089599016952
ZNF80,DNTT,0.0338032401842131
FOSB,AKAP13,0.0337975637905168
ZBTB38,UCN,0.0337935027302127
RUNX3,MS4A6A,0.033787147435732
THAP6,CTC-444N24.6,0.0337793463439764
ZNF142,TYROBP,0.0337700477450637
PLEK,ATF6,0.0337652882593461
ARID5B,PTPDC1,0.0337643660772293
ZBTB38,GRAMD1B,0.0337629182999041
ARID5B,LAMA2,0.0337595834594993
MTA1,HENMT1,0.0337562640673769
BBX,C1QTNF4,0.0337517521707436
TCF12,LRRC3DN,0.0337385796511378
ZNF143,RP11-211G3.2,0.0337378605667892
ZNF143,PLAUR,0.0337328076536745
RORB,NDUFA4L2,0.0337255279119527
AHCTF1,LINC00449,0.0337216308789345
ASCL2,LINC00936,0.0337133542006941
BAZ2A,JAK2,0.0337025669497131
ARID5B,CEP63,0.0337001885535417
ID2,ZSCAN29,0.0336997043174647
PLEK,TIGD2,0.0336951680632485
ZNF660,HLA-DQA2,0.03369304589541
ARID2,MAP10,0.0336846727944138
BBX,RORB,0.0336834768817912
SOX13,AC004067.5,0.0336779146712924
CENPA,CTA-384D8.33,0.0336775540492131
BAZ2A,RPL34,0.0336748559908411
MLXIP,CTD-3224K15.3,0.0336712197793383
ARID5B,NAP1L3,0.03366572903746
ZNF143,ZNF737,0.0336631678810127
ID3,GNLY,0.0336589807184804
FOSB,ATP2B1,0.0336550333650763
ZNF320,LIPC,0.0336521467252783
RUNX3,PSPH,0.0336478318717563
DNAJC1,TTC39C,0.0336456751386574
DNAJC1,RP11-983P16.4,0.0336412673006052
HIVEP3,LY6G6F,0.0336405285086644
LEF1,SMC5,0.0336298144113678
GABPA,C19orf44,0.0336220731195356
ARID5B,DECR2,0.0336215914762715
BBX,RP11-860B13.1,0.0336208654182081
BBX,KLB,0.0336102344672454
DNAJC1,TCAIM,0.0336029226416232
FOSB,HLA-DRB5,0.0335949147712159
RUNX3,RP11-532F12.5,0.0335890554037625
HIVEP3,RP11-317N8.5,0.0335883249694788
ARID5B,ZBTB38,0.0335867963735835
ZSCAN29,TSTD3,0.033585271229949
ARID5B,LIPC,0.0335822638858565
RUNX3,GZMH,0.0335802577400124
RUNX3,STARD8,0.0335795178871389
MYBL1,ARHGEF26,0.0335792472591216
ZNF737,MARCKS,0.0335792045003994
WDHD1,IQCD,0.0335621894206416
ATF6,CST7,0.033560634366452
PLEK,NR2C2AP,0.0335599936728645
ID3,RP11-78O7.2,0.033559545340192
DACH1,SNX24,0.033541110534093
SIM1,PPP5D1,0.0335363177418207
DNAJC1,RBP7,0.0335354583048024
DNAJC1,FAM181B,0.0335334229040149
ZNF80,KIF22,0.0335250149119156
SNAI3,RP11-275I4.1,0.0335240901345019
ATF6,RP11-482D24.2,0.0335053716075454
ARID5B,C1QTNF4,0.0334897041073965
ZBTB38,CCL5,0.0334854102878604
MTA1,PLK4,0.0334787496489202
ARID5B,C11orf45,0.0334775873633919
BATF,PPARGC1B,0.0334712293338866
ZFHX3,CLMN,0.0334705203571921
ZNF576,TTC32,0.0334695224526565
ZNF710,RP11-574K11.29,0.0334474119728709
ZNF143,RGS2,0.0334450248781899
KLF6,TRIM38,0.0334327972681605
ZNF277,TIA1,0.0334312667546997
CEBPD,C9orf117,0.0334299994982675
MLXIP,OXTR,0.0334270151001964
MLXIP,GALNT6,0.033426079009327
HIVEP3,C11orf45,0.0334203945345503
YEATS4,IQCD,0.0334146390598273
FOSB,BATF,0.0334125192060304
ZNF683,AC012358.8,0.0334032689449539
PKNOX1,SAT1,0.0333922147275641
MTA1,HAAO,0.0333884749538358
MYSM1,UBL7-AS1,0.0333675944538836
ZNF491,RNF166,0.033367092371829
CASZ1,RP11-426A6.5,0.033366775082321
LEF1,GTF3C1,0.033359369983616
ZNF683,AC016586.1,0.033349097411
BAZ2A,RP11-269M20.3,0.0333461501605597
DNAJC1,AC010226.4,0.0333302946884274
ZNF277,ARHGEF26,0.0333270554196287
ZBTB38,RP11-78O7.2,0.03332579400115
SNAI3,ATP2A2,0.0333208071648985
FOXN2,CCDC71L,0.0332997287451524
FOXN2,PTPRS,0.0332672560534625
RUNX3,CPEB2,0.0332658105191473
BAZ2A,CENPC,0.0332562002871959
HOPX,CPAMD8,0.0332511693615097
BATF,KCTD15,0.0332509954499469
NR4A1,RP11-631N16.2,0.0332502886320509
MLXIP,CLIC3,0.0332499074795147
ZFHX3,ID3,0.0332489427791901
ZBTB34,ATP6V1D,0.0332366647501529
CEBPD,SPIRE1,0.0332274440253027
MYBL1,FOXN2,0.0332055835112029
PPARG,TMPRSS6,0.0331931856740139
YEATS4,MSI2,0.0331851054531508
ZBTB34,PASK,0.0331811652042352
ZNF320,RP11-488L18.8,0.0331799306006532
TCF12,AC010226.4,0.0331773391661346
FOSB,C1orf21,0.0331724532719857
ARID5B,RAB27A,0.0331472165512823
ATF6,RP11-449P15.2,0.0331346496339743
ZSCAN2,LURAP1,0.0331264797785982
ZBTB38,GZMB,0.0331212671652694
ZBTB34,CTA-14H9.5,0.0331193258926914
PKNOX1,C4orf21,0.0331150862964783
CEBPD,APLP2,0.0331149836127158
ARID5B,ZDHHC24,0.0331102398291798
ARID5B,CD300LF,0.0331087239666926
DACH1,MPST,0.0331074526824242
JUNB,RP11-227D13.4,0.0331046111388766
LEF1,RP11-259N19.1,0.0330979435452605
FOXN2,CD8A,0.0330927160155569
MYBL1,HSPA2,0.0330822636816251
JUN,KIAA0753,0.0330783861779888
FOXN2,RP11-320M2.1,0.0330715953834865
BATF,RP11-317N8.5,0.0330675466948626
THAP6,ZDHHC24,0.0330633675948125
BBX,RP11-394O4.3,0.0330468268894269
ZNF277,RP11-802O23.3,0.0330377880804273
CASZ1,RP11-138I1.2,0.0330292889341252
BATF,RP11-816J6.3,0.0330251234473637
ZNF683,RETSAT,0.033007132169997
YEATS4,CCSER1,0.0329977217747235
BAZ2A,KIF20A,0.0329929459400033
SNAI3,GZMH,0.0329906148135019
CASZ1,UBE2Q2L,0.0329893129105871
ZNF234,CD8B,0.0329888157303073
RUNX3,RPL34,0.0329880635812287
TCF12,RP11-46A10.4,0.0329864462494986
ZNF277,CABIN1,0.0329855463929509
TP63,FAM110B,0.0329835515658609
BAZ2A,RGS2,0.0329781070613386
DNAJC1,RP11-603J24.5,0.0329771603998234
ZNF142,TAS2R14,0.0329711697995867
ZBTB38,SPRED1,0.0329708728948421
CEBPD,SLC2A7,0.0329540847308153
CEBPD,CASZ1,0.0329512802520797
ZNF683,GLG1,0.0329512156305678
HIVEP3,RP11-65L3.2,0.0329510545657091
FOSB,GZMH,0.0329508950548636
E2F5,CYP1B1-AS1,0.0329498486439682
HIVEP3,DCTN1-AS1,0.0329478384589237
TCF12,RP11-364B6.1,0.0329431083796837
ZNF264,RP11-768F21.1,0.0329422420819822
ARID2,ID2,0.0329057113470537
ARID5B,HLA-DPA1,0.0329008146367824
HOPX,PRSS35,0.0328979065745104
MYBL1,WDR90,0.0328972603925497
HMGB3,ACTB,0.0328962851637946
ZNF683,MAP1A,0.0328918353521768
ZNF277,CTC-444N24.6,0.0328872082649269
ASCL2,EFCAB7,0.032884845132002
YEATS4,CKMT2-AS1,0.0328771653532022
ZNF277,AC097721.2,0.0328586455624568
ARID5B,CTA-384D8.33,0.0328514777625277
BATF,CEP63,0.0328454440564203
ZNF683,RP11-603J24.5,0.0328294219786623
SNAI3,MICAL2,0.0328246472584566
ASCL2,RP11-121C2.2,0.0328244116928981
BATF,PZP,0.0328234020648947
MYBL1,C19orf40,0.0328029610017936
MAFB,MRPS26,0.0327947847446502
ID3,USP6,0.0327940844171968
POU5F2,FAM57A,0.03279111633708
PPARG,HSPG2,0.032784273337203
LEF1,ZNF547,0.0327821358941356
GABPA,CST7,0.032774306744181
ZNF142,CITED2,0.0327655735817236
ARID2,STRN,0.0327619031838758
ZNF41,CCDC110,0.0327437766254164
MYBL1,EVI5,0.032741220614056
ID3,BOD1L1,0.0327406495679169
BBX,STAG1,0.0327349748326837
RUNX3,TGS1,0.0327255179401036
ID2,RP11-247L20.4,0.0327043829578778
FOSB,BIRC6,0.032702841328066
CEBPD,CYP3A5,0.0327001858412822
ZFHX2,SRFBP1,0.0326995955573958
CASZ1,PAPL,0.0326929319009783
ZNF143,TLDC1,0.0326869930442535
KLF6,CTA-384D8.35,0.0326800005637758
FOXN2,PACSIN3,0.0326773573320552
POU5F2,MSI2,0.0326760129146422
ARID2,C6orf120,0.0326751330172743
ZNF683,VMA21,0.0326749687081108
CEBPD,NIFK-AS1,0.0326689903614034
ZFHX3,BATF,0.0326611881671719
CEBPD,ASCC1,0.03265597266462
MAFB,SPON2,0.0326500675683206
YEATS4,CD74,0.0326484258987283
TP63,ARHGAP10,0.0326453330242877
MAFG,DCAF4L1,0.0326375440997806
RUNX3,DUS4L,0.0326327739171803
ARID5B,AC012358.8,0.0326038914516159
YEATS4,MT-CO1,0.0325969943323545
HIVEP3,AC004158.2,0.03259392155827
BAZ2A,RP11-122G18.5,0.0325881643341251
ID3,RP11-324I22.4,0.0325815002723717
HIVEP3,DUSP1,0.0325777811270384
ZNF576,DTX2,0.0325760466488898
ZNF737,GGA1,0.0325684096723296
DNAJC1,USP6,0.0325672228511023
CEBPD,LAYN,0.0325652684312732
ZNF277,RP11-814H16.2,0.0325573675286359
FOS,RELL2,0.0325488029086898
MAFG,GNG11,0.0325476080140994
ZNF491,STARD5,0.0325472453359994
SNAI3,RP11-872J21.3,0.0325405929476928
ZNF320,STS,0.0325390483192292
ZNF142,TRIM74,0.032537773999757
ASCL2,RP1-197B17.3,0.0325194753977946
FOSB,CCL3L3,0.0325193246053052
ZNF143,HECTD4,0.0325097843669356
ZSCAN31,CKMT2-AS1,0.0325061997722153
CEBPD,Z83851.3,0.0325031044554814
SOX13,RP11-469N6.1,0.0324988527269363
TCF12,FSD1L,0.0324981392909477
ZNF710,C11orf45,0.0324969255152899
ZNF41,TIGD2,0.0324923681331518
BBX,B4GALT2,0.0324901995359568
CEBPD,CCDC122,0.0324797232653603
FOXK1,PLD1,0.0324721533826125
DNAJC1,NCAPH,0.0324640035733855
CASZ1,PTGER2,0.0324620009274159
DNAJC1,DRD3,0.032460683151782
FOSB,PDRG1,0.0324488997188505
LYAR,CDKN2B-AS1,0.0324458783455969
BAZ2A,CR2,0.0324445726310173
DNAJC1,PLEKHA3,0.0324326772968135
PKNOX1,C6orf62,0.0324313421210788
FOXN2,HBEGF,0.0324161189883123
RUNX3,STK24-AS1,0.032414639602642
FOSB,NPPA-AS1,0.0324085140418545
ZNF142,ACSM1,0.0324069356498513
BBX,RP11-275I4.1,0.0324038580397481
ARID2,CD8A,0.0323963591119314
ATF6,DCAF4L1,0.0323953713119696
ZNF143,CKMT2-AS1,0.0323941990349394
ZNF143,ISG15,0.0323914707677509
ASCL2,FICD,0.0323881475649725
MAFG,UTP23,0.0323867304656323
TCF12,AC009312.1,0.0323833734913288
HOPX,PZP,0.0323815018257595
MTA1,CYP1B1-AS1,0.0323812590965752
MTA1,RP11-727A23.11,0.032376215947118
TCF12,AC009784.3,0.0323740807348533
ARID5B,IFNGR1,0.0323714007900343
CEBPD,SHCBP1,0.0323671973874452
FOXN2,FAM181B,0.0323617074258108
ASCL2,CD160,0.0323590035629438
KLF6,CTNNBIP1,0.0323569064641017
ZNF532,ST8SIA1,0.032356323746961
ARID5B,ATP2A2,0.0323517386224287
ZNF683,CCT6B,0.0323488876975122
ASCL2,TRIM74,0.0323459983491981
MLXIP,MYSM1,0.0323444671039235
MYBL1,ALOX12B,0.032336390792958
ZNF80,CKMT2-AS1,0.032323403102913
FOXN2,CRISPLD2,0.0323041243431457
LEF1,KHNYN,0.0323013692758408
BATF,TTLL11,0.0322975152300351
BAZ2A,CD1B,0.0322974484905521
ZNF277,ENHO,0.0322964561690354
TCF12,TNFRSF1A,0.0322937368494754
PPARG,MAP10,0.0322866746594162
THAP6,CCL5,0.0322818900415347
FOXK1,TYROBP,0.0322745858915286
LYAR,ARHGEF28,0.0322744522935678
ARID5B,TATDN2,0.0322725234664849
DNAJC1,MTBP,0.0322684035634349
ARID5B,PINLYP,0.0322671681128447
ID2,C1QTNF4,0.0322666405672683
NR4A1,ATP1A2,0.0322603157242753
MYBL1,RP11-339B21.13,0.0322565026130267
PPARG,MRPS26,0.0322527015478693
BAZ2A,BIRC6,0.0322474783998625
ZBTB38,BBX,0.0322440397719863
HOPX,RGL3,0.0322402906128477
MLXIP,ANKRD10,0.0322286950203949
PLEK,RP11-814H16.2,0.0322272385118122
FOSB,GOLGA6L6,0.0322212402671384
ID3,B4GALT2,0.0322191203757783
FOXN2,FAM214B,0.0322175151673702
ID3,PTPRS,0.0322171514416305
ZNF142,RP11-317N8.5,0.0322153742074505
FOS,PIGW,0.0322090616464695
ZSCAN31,RP11-196G18.24,0.0322075236404171
E2F5,RP11-1277A3.1,0.0322025456748579
FOXN2,DUSP5,0.0322012412658845
ZNF277,CCDC53,0.0321966478166784
ZNF710,RP11-364B6.1,0.0321957096013112
BAZ2A,RSBN1L,0.0321916459628618
ZNF320,VIT,0.0321915617738571
ARID2,RP11-803D5.4,0.0321890414555663
ASCL2,RP13-638C3.4,0.0321834263680323
TCF12,PPP5D1,0.0321794652375916
PPARG,SH3RF3-AS1,0.0321738491390161
NR4A1,ZNF576,0.0321564010337311
MYBL1,FARP1,0.0321272563800459
CEBPD,AC004158.2,0.0321189029935091
ZBTB38,RP11-259N19.1,0.0321165214246369
RUNX3,PODXL,0.0321035496844319
HOPX,C7orf49,0.0320958154663545
ID2,NOA1,0.0320888757206787
ARID5B,CTD-3093M3.1,0.032083423614302
ID2,NPPA-AS1,0.0320769549167393
ZBTB38,EFNB2,0.0320589486105874
MAFG,SIGLEC12,0.032058282477563
ZNF491,LINC00877,0.0320507541800285
MLXIP,CCDC122,0.0320453541674811
YEATS4,MAP10,0.0320439591146717
MTA1,ABI3,0.0320404660561147
BBX,CCL5,0.0320401693845162
FOSB,RPL34,0.0320381689798006
BATF,PALLD,0.032033164503344
YEATS4,MROH1,0.0320317649374147
ID2,SFSWAP,0.0320253720596551
KLF6,ZNF710,0.0320200570009043
ZNF683,RP11-268P4.4,0.0320128071735771
FOSB,AC025335.1,0.0320071542331644
BAZ2A,RP11-423C15.3,0.03200296203303
NR4A1,LAIR2,0.0320025896646325
RORB,TPD52L1,0.0320017350517172
BBX,GPATCH2,0.0319969483912103
HIVEP3,TTC39C,0.0319967082300798
ASCL2,CYP17A1-AS1,0.0319899740344097
TBX1,AC006547.14,0.0319842477485343
PKNOX1,PKN3,0.0319813789996298
ZNF277,USP46,0.0319810963585533
RUNX3,LARP4,0.0319807632228995
PLEK,LRP12,0.0319798819701601
ZNF277,ARL6IP6,0.0319781472264297
BATF,NUP153,0.0319749034226566
HIVEP3,TMSB4X,0.0319696323629889
ZBTB38,AP000442.1,0.0319680010011089
MTA1,METTL4,0.0319589689721175
THAP6,PDRG1,0.0319522186859865
RUNX3,RP11-58E21.4,0.0319499052511662
PPARG,CTD-2165H16.4,0.0319486012539444
LYAR,CALCRL,0.0319457598402959
MTA1,PTMS,0.0319442077625313
ZSCAN29,PLA2G16,0.0319337207613749
AHCTF1,SIGLEC12,0.0319178625011317
LEF1,SPPL2A,0.0319102416183292
ZBTB38,FGR,0.0319060942316434
RUNX3,NOA1,0.0318803405041036
ZNF277,ARRDC5,0.0318680028275913
BBX,DUSP2,0.0318677769140511
ZNF562,LRRC28,0.0318603210507928
RUNX3,RP11-426A6.5,0.0318560143590124
JUN,NPPC,0.0318544619281013
ZNF683,CTD-3093M3.1,0.0318533929248161
ZNF547,RP1-197B17.3,0.0318522338288916
MTA1,RP11-227D13.4,0.0318500139300944
CEBPD,CD300LF,0.0318405816806427
BATF,RP11-320M2.1,0.031833064176589
ATF6,MTBP,0.0318314008572681
THAP6,RP11-54O7.1,0.0318310513323807
ZNF143,MLLT4,0.0318295164152055
ZNF684,SUV420H2,0.0318233095356253
ASCL2,ELMO2,0.0318195129091384
THAP6,CD46,0.0318187793513813
THAP6,DNMT3B,0.0317972941769266
FOSB,LINC00869,0.0317944070727759
FOXN2,MXRA7,0.0317915622349736
MLXIP,RP11-78O7.2,0.0317878835815135
BATF,CD58,0.0317698350068497
ARID2,PARP1,0.0317565134898226
KLF6,CDPF1,0.0317552160527509
RUNX3,PLAUR,0.0317529895013003
DNAJC1,SCARF1,0.0317523251901997
RORB,SLU7,0.0317435489631657
BATF,NPPA-AS1,0.0317422849348042
FOSB,EBLN2,0.0317400763283288
ATF6,AL928768.3,0.0317323958523441
ZNF618,GALNT7,0.0317310022485058
KLF6,BCL2L11,0.0317292232893452
ZNF143,LA16c-313D11.9,0.0317219335380503
FOXN2,YOD1,0.0317140398104572
ZNF683,CDC6,0.0317024158039011
PLEK,NEURL2,0.0316995012125859
ATF6,CECR7,0.0316978055374671
ZNF143,FZD2,0.0316894622859254
ZBTB38,C12orf75,0.0316866485102271
THAP6,CST7,0.0316838381738178
FOXN2,HLA-DQA1,0.0316832709381889
ZNF143,ALOX5,0.0316755360059051
PLEK,FUT7,0.0316654042036698
ZBTB38,ZC3H12A,0.0316640554800607
KLF6,KIAA0753,0.0316609903650382
ID2,XCL1,0.0316559764755876
ZSCAN29,RP11-339B21.13,0.031646111998034
ZNF660,CDC42EP3,0.0316391166664786
ATF6,DNMT3B,0.0316334355684916
BBX,YKT6,0.0316318336398041
ZNF660,TRIM38,0.0316305890213069
SATB2,JADE3,0.0316296644242213
RUNX3,RP4-593H12.1,0.031617264831778
RORB,PVRL2,0.031615920129132
PKNOX1,DRD3,0.0316132616841287
ZNF143,RP11-574K11.29,0.0316128525108459
ZNF532,CTSO,0.0315819398412503
CASZ1,NPPA-AS1,0.0315790248478958
MAFG,RP11-469N6.1,0.0315747841234665
ASCL2,GATM,0.0315597842411714
BBX,SOX13,0.031557185401037
CASZ1,GHRLOS,0.0315445149389549
PURA,AC002306.1,0.0315353929158858
PLEK,CR2,0.0315270780955737
ZNF143,DYM,0.0315151713272989
CEBPD,CRISPLD2,0.0315128650345767
BAZ2A,RP4-677H15.4,0.0315075038478284
MYBL1,PDZD2,0.0315042393178068
MYSM1,AIF1,0.0314979649265257
POU5F2,DUSP12,0.0314978163062411
ZNF562,RP11-574K11.29,0.0314912580000246
YEATS4,RP11-603J24.5,0.0314782872489417
ZNF576,RP11-138B4.1,0.0314763973386664
ASCL2,POLB,0.0314616031438427
ARID5B,DYM,0.0314581558842672
ZNF576,MARCKS,0.0314545415219864
LYAR,AC097721.2,0.031451839741476
SNAI3,CCDC88B,0.0314506304506027
CEBPD,CCSER2,0.0314451811560286
ZSCAN29,Y_RNA-1,0.0314318019191245
CASZ1,CTC-329D1.2,0.0314253875342652
SIM1,CD300A,0.0314250760238876
RUNX3,FAM161A,0.0314226934866437
RUNX3,RP11-275I4.1,0.0314202365218309
FOXK1,RPLP1,0.0314188326667477
TCF12,KLRG1,0.0314169710645343
ZNF234,MT-CO1,0.0314026410467404
HIVEP3,RP11-392P7.6,0.0314006423044299
BATF,PVRL1,0.0313948547414053
ZFHX3,C1orf222,0.0313936892812982
ZNF710,APOBEC3G,0.0313936408914713
YEATS4,KIAA1109,0.0313840474419562
ZNF264,GDPGP1,0.0313819333340991
E2F5,GPD2,0.0313758686119935
FOXN2,TNS4,0.0313753196179402
RORB,RP5-855F16.1,0.0313717604266972
ZNF320,DST,0.0313715509018744
ZNF562,LURAP1,0.0313635595983213
MAFG,TPPP,0.0313629481217782
MIXL1,RP11-7F18.2,0.031360995348425
ARID2,DYNLT1,0.0313592552893625
ZNF320,FAM110B,0.0313575712375995
FOXN2,RP11-379K17.4,0.0313570555073721
DACH1,GZMK,0.0313533589108412
ZFHX3,RP11-482D24.2,0.0313267828666707
SOX13,PACSIN3,0.0313165222036802
BATF,RP13-638C3.4,0.0313079336090072
DNAJC1,AC009784.3,0.0313033260603495
ID3,DLGAP1,0.0313022428901823
ATF6,TIMP2,0.0312960270054166
ID2,CALHM2,0.0312944681187158
BBX,PAPL,0.0312944258835697
MYBL1,BATF,0.031288471803313
FOXN2,EBLN2,0.031283499335638
ZNF773,SF3B14,0.0312758396346122
ID2,C1orf35,0.0312698443359008
ASCL2,BCO2,0.0312636896285726
FOSB,MYSM1,0.0312570772706476
LEF1,RSRC1,0.0312510696242169
ZBTB34,AP000487.5,0.0312462676458602
ZNF576,PCF11,0.0312437909400274
ID3,MT-CO1,0.0312420341226681
CEBPD,ADAM15,0.031240499707267
YEATS4,HENMT1,0.0312361117936681
ZNF710,PRF1,0.0312328818774077
MLXIP,VEZT,0.0312289356567745
BBX,AURKC,0.0312281835932232
FOSB,RP11-351A11.1,0.0312227780849849
ZNF142,C1orf222,0.0312170090691511
PURA,TOR1A,0.0312038945446454
ZNF143,TPCN1,0.0312024353478592
HOPX,LATS2,0.0311957218889692
