Gene1,Gene2,Score
PKNOX1,GNLY,0.0056613197487519
SNAI3,KLRC1,0.0056584023470564
PLEK,RNASEH2C,0.0056561371294848
MTA1,SLC2A7,0.0056554832084369
ASCL2,ENHO,0.0056532608728127
CASZ1,ARID5B,0.0056525949306208
FOSB,OCRL,0.0056517774967049
MYSM1,STXBP5,0.0056503406014736
ZSCAN2,NAT8L,0.0056502232229862
ZNF618,FXYD6,0.0056500093729627
ASCL2,STK24-AS1,0.0056496514906997
BAZ2A,USP16,0.0056482628508385
TCF12,EIF2AK1,0.0056478230396463
THAP6,AC002306.1,0.0056468047752408
MLXIP,RP11-426A6.5,0.0056459326228495
FOSB,RP11-78O7.2,0.0056446302610307
NR4A1,SPIRE1,0.0056422524684433
MTA1,EXOG,0.0056406255027397
ID3,ATP2A2,0.0056395917876229
MYBL1,ELAVL4,0.005638076867551
ZNF41,LUZP1,0.0056344321154212
HIVEP3,AC002306.1,0.0056343979954245
THAP6,FAM57A,0.0056341759709719
FOXK1,JADE3,0.0056337103028642
MYBL1,GATM,0.005632458925005
FOXN2,MYSM1,0.0056304446134314
BATF,CTC-329D1.2,0.0056297958129584
THAP6,Z83851.3,0.0056293777059756
PURA,MXRA7,0.0056279787864546
MYSM1,MC1R,0.0056277839339149
MLXIP,PPARGC1B,0.0056249177497178
ID3,TTLL11,0.0056248993076967
SOX13,RP13-638C3.4,0.0056246560372623
ZNF143,RP1-197B17.3,0.0056236341683734
ZBTB34,RP11-755B10.2,0.0056209110101146
ZNF277,UBE2Q2L,0.0056205597777009
ARID5B,LINC00877,0.0056204449639046
MLXIP,ADPRH,0.0056170023786289
ZNF737,ZNF843,0.0056167644840129
ARID2,JAG1,0.0056163200511365
HOPX,SYAP1,0.0056139924567501
MTA1,LY86-AS1,0.0056136490706065
CASZ1,RNF214,0.005613421434897
ZNF683,GRK4,0.0056123952035944
PKNOX1,DUSP12,0.0056095693192528
MTA1,AC016907.3,0.0056023783224033
ZNF143,NEURL2,0.0056022020068759
ZNF41,RELL2,0.0055989082712238
YEATS4,RP11-138B4.1,0.0055985457631173
FOXN2,RP11-339B21.13,0.0055969798364178
ZSCAN29,CDC42BPG,0.0055958128296909
FOXN2,NOL3,0.0055953142654647
ZNF142,PTPRS,0.0055944257940848
BATF,TMEM107,0.0055928990640613
PPARG,PIGU,0.0055922457801828
ZNF491,HLA-DQA2,0.0055920235537776
ZNF311,PAFAH1B2,0.0055886620384768
ZBTB34,ZC3H12A,0.0055871873799573
ASCL2,HIST1H1D,0.0055850592577091
ATF6,WDR77,0.0055844547879616
ATF6,CTD-2588C8.8,0.0055794973554635
GABPA,ESCO2,0.0055783229565243
ZFHX3,ACTG1,0.0055780221627833
ZBTB34,LL0XNC01-237H1.2,0.0055765076219468
ZSCAN2,GPR171,0.0055739673323382
FOXK1,CTD-2165H16.4,0.0055736339834602
ZNF547,RP11-983P16.4,0.0055678537246167
BAZ2A,SCARF1,0.0055665752782338
ZNF576,SIPA1L1,0.0055634499304915
CEBPD,RP4-583P15.10,0.00556197398401
ZNF562,KIF20A,0.0055615303004582
SNAI3,RP4-622L5.7,0.0055593592115464
ZNF143,HAGHL,0.0055592460422444
MTA1,RP11-364B6.1,0.0055570950920365
ZNF143,RBM14-RBM4,0.0055570477118781
ZNF684,RP11-196G18.24,0.0055552416511289
CASZ1,RP11-121C2.2,0.0055530987247817
ARID5B,ZNF532,0.0055530870050368
ARID2,ZNF684,0.005551133085678
ATF6,MARCH3,0.0055503384795828
KLF6,SKIV2L2,0.0055483120388188
MYBL1,CTSA,0.005547642093016
BAZ2A,PSPH,0.0055463984109788
ZNF470,RP11-196G18.24,0.0055453196455981
HIVEP3,ZNF576,0.0055448864736893
ZFHX2,OCRL,0.0055445790906471
ZNF576,SLC6A8,0.0055438382604643
ZNF264,RP11-216B9.6,0.0055434704104601
ZSCAN2,AC090186.1,0.0055424709365014
TBX1,RP11-770J1.5,0.0055420119758148
ARID5B,EVA1A,0.0055406395646767
ATF6,CTC-444N24.6,0.0055403641926627
TCF12,PALLD,0.0055395792783017
MYSM1,AP006621.8,0.0055393431894143
ZNF491,QSER1,0.0055376330412528
BATF,THAP6,0.0055365484464478
PURA,MC1R,0.0055360001006193
MYSM1,MLLT6,0.0055327437529026
ATF6,GNG11,0.0055304302127474
MLXIP,B4GALT2,0.0055300455263718
ASCL2,RP11-138I1.2,0.0055285594171638
KLF6,RP11-379K17.4,0.0055282037685805
LEF1,HAGHL,0.0055256669499503
BAZ2A,KLRC2,0.0055253100907576
ZSCAN31,USP15,0.0055231956093744
ZNF277,HAAO,0.0055220831394476
ARID2,RP11-841O20.2,0.0055218082967575
BAZ2A,RP13-638C3.4,0.0055196025655602
DNAJC1,CD79B,0.0055180175248463
TCF12,PMAIP1,0.0055152454013402
MTA1,AC009133.12,0.0055147165323953
MLXIP,LL0XNC01-237H1.2,0.0055146769169815
PKNOX1,STMN1,0.0055130571952647
ARID5B,KIAA0368,0.0055121497426012
ARID2,RGL3,0.0055085495594661
IRF6,AC016907.3,0.0055081596118837
ZBTB38,ARL6IP6,0.0055074224936065
CEBPD,HIF1A-AS2,0.0055065761518871
FOXN2,LURAP1,0.0055057443861049
ZBTB38,PODXL,0.0055057146958378
ZNF277,FUT11,0.0055054184525589
THAP6,CTD-2574D22.2,0.0055038879414679
ZNF562,LAG3,0.0055033365118166
ARNT,GHRLOS,0.0055013607488809
ARID5B,FAM110B,0.0054995395312142
RORB,CTBP2,0.005499363248445
BAZ2A,SLC23A3,0.0054983291250482
ARNT,RP11-511B23.2,0.0054969704777545
MLXIP,PASK,0.005496121995478
ARNT,RP11-196G18.24,0.0054934631621925
DNAJC1,RP11-768F21.1,0.0054932876730896
YEATS4,MS4A6A,0.0054863951654085
ZBTB34,EVI5,0.0054858920608495
FOXK1,KIAA0753,0.0054851967445955
HIVEP3,AC005082.12,0.0054840937195014
TCF12,RP11-138B4.1,0.0054839939216958
ZNF277,PHLDA3,0.0054834340458327
FOSB,PPARG,0.0054820409991922
ARNT,STARD5,0.0054806473401888
ZNF710,GOLGA6L6,0.0054789448189417
FOXK1,RP11-275I4.1,0.0054760953690307
MYBL1,ZMYND10,0.0054721995737794
BATF,QSER1,0.0054709641328483
TCF12,RP11-646J21.5,0.0054707599058879
ZNF618,SMTN,0.0054704914666187
CENPA,CTC-444N24.6,0.0054701294878196
CENPA,LINC00936,0.0054699491307696
ZNF683,FXYD6,0.0054669566598301
ZSCAN2,RPGR,0.0054638082286403
BATF,PTPRS,0.00546378599421
BAZ2A,CD47,0.0054636934255641
TCF12,NAP1L5,0.00546364421851
FOXN2,CTC-444N24.6,0.0054631148762402
ID3,NRGN,0.0054623130471388
ZBTB34,CTD-2006H14.2,0.0054604361471005
ZSCAN31,SLC6A8,0.0054571029131749
ZNF277,AKAP13,0.0054561611813885
TCF12,RP11-429E11.3,0.0054557504351211
BAZ2A,RYK,0.0054541904247575
NR4A1,SOAT1,0.0054525498174406
ID3,CD300A,0.0054507157641155
ZSCAN29,PDGFA,0.0054501639116926
ATF6,CLMN,0.0054486272959839
ID3,HBEGF,0.0054462107755764
FOS,S100A8,0.0054424203193552
THAP6,DAPK1,0.005442359788026
MYBL1,RP11-795F19.5,0.0054423288226605
ZNF277,ZNF684,0.0054423081827916
MLXIP,TPPP,0.0054413719326392
RUNX3,TIMP2,0.0054407700244047
SOX13,ARHGAP10,0.0054398119631604
RUNX3,LYG1,0.0054384036721739
TCF12,OXTR,0.0054380148753337
MLXIP,ST8SIA1,0.0054368189659719
MAFB,IL10,0.0054367922503881
GABPA,HOTAIRM1,0.0054356282343378
ID3,PLCL2,0.0054318954250373
POU5F2,RGL3,0.0054316924792244
ZNF547,MICALL1,0.0054269161373642
ARNT,DUSP12,0.0054267072038315
PKNOX1,DTX2,0.0054262109666503
SNAI3,C9orf117,0.0054261229960191
BBX,NPPC,0.0054255112147368
ZFHX3,RP11-269M20.3,0.0054234169912237
BATF,RP11-58E21.4,0.0054231608342656
HOXA10,HECTD4,0.0054191887824406
BAZ2A,DIP2A,0.0054190540636061
ZNF576,TMEM155,0.0054178382494379
ZNF320,LDHD,0.0054150788931359
THAP6,NCAPH,0.0054150476790135
ZNF41,RP11-814H16.2,0.0054145749589689
PKNOX1,CHI3L2,0.0054140850506584
ZNF683,RNASEH2A,0.0054140831625919
E2F5,IL10,0.0054138411989802
BAZ2A,ERBB2,0.0054121282637272
YEATS4,ARL10,0.0054107268942036
MYBL1,LL0XNC01-237H1.2,0.0054101839539449
TBX6,TPP1,0.0054079979628194
GABPA,ELMO2,0.0054067053078297
GFI1B,GZMH,0.0054060339762455
ZNF264,FXYD6,0.0054050199615176
ZSCAN29,PLEKHA3,0.0054038839458085
ZNF683,RP11-168O16.1,0.005403745679773
YEATS4,CCDC81,0.0054015957372894
TCF12,RP11-380L11.4,0.0053989750717305
ASCL2,ACSM1,0.0053976555512572
ZNF576,AP000487.5,0.0053952899750539
ID2,TMEM155,0.0053935969700949
YEATS4,RGL3,0.0053860609177803
BATF,RP11-121C2.2,0.0053839283038086
RUNX3,RP11-567J20.3,0.0053839008324795
CEBPD,DDX54,0.0053833485687527
DNAJC1,ZNF41,0.0053829541464645
BAZ2A,CAMK2N2,0.0053822362483054
MAFG,YOD1,0.0053808224408218
ZNF143,NIPAL2,0.0053804889140297
ARID2,MAP1A,0.0053780810560168
ZBTB38,SCML2,0.0053780745242574
PURA,AC004067.5,0.0053780179954159
FOSB,SERP2,0.0053776303531961
ZNF143,DUSP5,0.0053769598496965
ZBTB38,MESDC2,0.005375221951104
ZNF501,HEXA,0.0053731567091814
ARNT,CTD-2006H14.2,0.0053730546124635
ARNT,MVB12B,0.0053680087769042
PURA,MDM4,0.0053677329259264
DNAJC1,RP4-583P15.10,0.0053674450034326
PKNOX1,RP11-421M1.8,0.0053657500665169
ARID5B,EPB41L2,0.005365522163666
MYSM1,GOLGA6L6,0.0053647735322001
RORB,LAG3,0.005364584420563
ZFHX3,VSIG4,0.0053607303658217
MIXL1,TIMP2,0.0053602416867305
ZNF277,MTRNR2L8,0.0053576493767682
ZSCAN31,LATS2,0.0053574322374753
RUNX3,ISG15,0.0053535159409528
ZNF576,PSPH,0.0053528809997737
YEATS4,RP11-168O16.1,0.0053506361070148
ZNF684,KCNK5,0.0053485717548108
FOXK1,DST,0.005348261714949
ATF6,LINC00384,0.0053476504795316
ZNF142,DUSP5,0.0053404535731088
ARNT,RP11-803B1.8,0.0053395680893598
MLXIP,GRK4,0.0053395678211298
MTA1,IL18,0.00533847158533
ARID5B,COQ7,0.0053355696157639
ZNF143,CD79B,0.0053351876326951
TCF12,USP15,0.0053350723947785
EPAS1,SMYD2,0.0053335107731107
MYBL1,METTL4,0.005330039240584
POU5F2,MYSM1,0.0053273774796372
RUNX3,SYT11,0.0053261920539777
ARID2,DDX11-AS1,0.0053250025882028
FOXK1,ARRDC5,0.0053217706087644
ARID2,LY6G6F,0.005320104690399
ARID2,DTX2,0.0053195465311677
ATF6,RP11-803B1.8,0.0053189976333136
PKNOX1,SIGLEC12,0.0053182531634757
MYBL1,RP11-275I4.1,0.0053177691091662
ARID5B,THAP6,0.0053174096916994
ZNF683,TCHP,0.0053165815030717
THAP6,TMPRSS6,0.005313186213731
ZNF234,FXYD6,0.0053125399718486
BBX,C6orf62,0.0053119824269553
ZBTB38,CST3,0.005310320073167
ZNF683,FSD1L,0.0053082872873186
ATF6,NRGN,0.0053074750179948
PPARG,RP11-429E11.3,0.0053062589712618
THAP6,SOAT1,0.0053058781975744
RUNX3,CENPM,0.0053048504793087
SNAI3,CAMK2N2,0.0053041272868609
ZBTB38,HLA-DQA1,0.0053018969233173
ZNF277,PSMD10,0.0052991193520203
ARID5B,FOXN2,0.005297248813906
PKNOX1,RP11-7F18.2,0.0052963926119321
RUNX3,OCRL,0.0052948771783344
SOX13,AC073641.2,0.0052948112120936
PKNOX1,AF131215.5,0.0052942028042295
ZNF805,DRD3,0.0052936316606759
ZNF320,MYO1F,0.0052917295859823
TP63,HSPG2,0.0052908041198918
ZNF710,ZC3H12A,0.0052869303314719
ZSCAN2,RP11-379K17.4,0.0052841439821293
FOXK1,FAM214B,0.0052839565979646
TCF12,RSF1,0.0052834956249582
MLXIP,CPEB2,0.0052830662972056
ASCL2,COQ7,0.005282830367861
HIVEP3,RP11-477D19.2,0.0052826501788736
ZNF234,CXCR3,0.0052822827436759
FOSB,RP11-10A14.4,0.0052803880310898
TP63,DDX54,0.0052778916828984
ARNT,ZNF330,0.0052758592997345
ZFHX3,USP16,0.0052748609459581
FOSB,HAGHL,0.0052742640759231
ASCL2,TATDN2,0.0052739411356241
FOXK1,CLEC7A,0.0052737549842976
LYAR,ZNF234,0.0052727249232825
ZSCAN2,RP11-770J1.5,0.0052685360231483
ZBTB38,ARHGAP10,0.0052676786364605
BBX,ZNF41,0.0052663153174433
MTA1,MXRA7,0.0052644924006669
ZBTB38,CCSER1,0.0052643351446257
ARNT,ZNF843,0.0052622880155398
BATF,LPIN2,0.0052621162394206
BAZ2A,YOD1,0.0052603152865872
MTA1,CDC6,0.0052601896028656
MYBL1,RELL2,0.0052579732842494
ZSCAN31,ARL10,0.0052567542312886
ZNF80,RP11-511B23.1,0.0052564784798352
MLXIP,FOXN2,0.0052562387113151
DNAJC1,KIAA0753,0.0052558178332605
BATF,HAGH,0.0052553173028554
JUNB,PRR4,0.0052551121470638
LEF1,PIGW,0.0052548099191816
THAP6,FAM135A,0.0052544275707793
YEATS4,SH3RF3-AS1,0.0052528176940915
RUNX3,RP11-841O20.2,0.0052515261280456
ZNF143,RP11-324I22.4,0.0052511748523197
FOXN2,MARCKS,0.0052505637137299
RORB,FAM181B,0.0052480072750134
BAZ2A,PLEKHF1,0.005248001704327
FOXK1,AE000662.92,0.0052473080511529
ZSCAN31,PLK4,0.0052472113053421
HOPX,LYG1,0.0052465659176182
THAP6,RP1-43E13.2,0.005246238089201
ZNF143,LRRC3DN,0.0052452696024129
ZNF562,MRM1,0.0052441168818092
ASCL2,PARS2,0.0052431495121064
HIVEP3,SPIRE1,0.0052420409243096
NR4A1,FAM214B,0.0052412787283424
DACH1,METTL25,0.0052388601172491
MLXIP,RBM14-RBM4,0.0052378663238638
MLXIP,CRIP2,0.0052377702701463
TCF12,LGALS1,0.0052374925321226
TCF12,JMJD1C-AS1,0.0052338898785077
KLF6,CCL3L3,0.0052301803353429
AHCTF1,INCENP,0.0052293559579139
THAP6,DLG3,0.0052285319611377
BAZ2A,Z69666.2,0.0052274205180411
MTA1,SIPA1L1,0.0052273813650819
ZNF576,RP4-622L5.7,0.0052272687448715
BATF,NOL3,0.0052265037539023
PKNOX1,KNOP1,0.0052262554998083
ATF6,FAM20B,0.0052249267416324
GFI1B,RP11-428G5.5,0.0052243354539831
FOXN2,FOS,0.005222757315701
ZNF143,TAF13,0.005222612458097
POU5F2,MESDC1,0.0052219206597063
ZNF142,TMSB4X,0.0052214305221914
CEBPD,CTD-2260A17.1,0.0052214265752307
MYSM1,DLGAP1,0.005217820472313
BBX,RP11-392P7.6,0.0052168734915085
ZNF264,ATP1A2,0.0052166258448353
ASCL2,ST8SIA1,0.0052158104596068
FOXN2,ADPRH,0.0052158030409573
ARID2,ANPEP,0.0052127844342266
ATF6,DDX54,0.0052125787270606
MYSM1,GNG11,0.0052119784237465
POU5F2,RP11-351A11.1,0.0052112355969706
THAP6,IGLL5,0.0052091293605335
ID3,HENMT1,0.0052075037897946
CEBPD,GOLGA6L4,0.0052072273399987
NR4A1,LINC00384,0.005205423565903
CEBPD,INPP4B,0.0052052882600474
ZBTB38,EPB41L2,0.005203557318492
ARID5B,AC016907.3,0.0052033243071232
ID2,DIRC3,0.0052030804981595
ARID5B,ACSM1,0.0052027876594112
ZSCAN29,DIP2A,0.0052006133908738
ZFHX3,RBM14-RBM4,0.0051988995333647
RUNX3,MIR155HG,0.0051981079962005
MYBL1,AC009404.2,0.0051979903078221
ZNF576,GZMB,0.0051936376607365
E2F5,HAAO,0.0051889869036306
IRF6,LRP12,0.0051885858022476
MTA1,KIF22,0.0051864170453605
THAP6,ZCCHC9,0.0051852752325928
ZSCAN2,SMC5,0.0051833734218072
ARID5B,DIP2A,0.0051833041833649
ZNF683,FAM135A,0.0051816435083586
DNAJC1,NPPC,0.0051807406819046
CASZ1,RSF1,0.0051801226821325
ZFHX3,CDPF1,0.0051795963993995
ZBTB38,SLC6A8,0.0051794350457077
ZSCAN31,STS,0.0051788346818685
ARID2,CTD-2090I13.1,0.0051783642615288
IRF6,SLU7,0.0051777802465506
MYBL1,MLLT6,0.0051766006192757
PLEK,OCRL,0.0051762765005199
DNAJC1,LURAP1,0.0051751901734461
PURA,NAT8L,0.0051738057609187
ARID5B,DNA2,0.0051699171108395
IRF6,SLC6A8,0.0051695134109029
SNAI3,CYP1B1-AS1,0.0051685771366303
YEATS4,KIF22,0.005166984253553
ZNF143,ENHO,0.0051655403667096
PKNOX1,C9orf117,0.0051652795981951
GABPA,LINC00936,0.0051634118857231
CASZ1,CTD-2588C8.8,0.0051608430299023
TP63,Y_RNA-1,0.0051595842338142
ARNT,DIRC3,0.0051581870982719
ZNF683,STAG1,0.0051577796494822
AHCTF1,AC068282.3,0.0051555809419291
MYBL1,AC104655.3,0.0051527028126278
ZBTB34,GCK,0.0051523676842664
ASCL2,ZC3H12A,0.0051507856771126
ZNF277,LL0XNC01-237H1.2,0.0051499548463543
RUNX3,RP11-320M2.1,0.0051493445147661
MLXIP,RGL3,0.0051488811517922
MTA1,PLD1,0.0051468872373528
TBX6,RCBTB2,0.005145182585175
FOSB,ERCC6,0.0051408530815807
ZNF773,CCDC82,0.0051403883346206
ARID5B,ATP2B1,0.0051399435102855
ZNF264,WNK2,0.0051397976381086
PURA,RP11-1277A3.1,0.0051394212291917
SNAI3,PKNOX1,0.0051386341404049
ZNF264,DLG3,0.0051379165077673
PURA,TRPC4AP,0.0051374659107374
ARNT,PHF20,0.0051362798871697
ZNF805,PZP,0.0051335166885079
ZNF277,AD000671.6,0.0051312034937006
ARID2,C11orf45,0.005129781407803
ZFHX3,PLEKHA3,0.0051281152108196
ARID5B,TMCO3,0.0051272493039306
ZNF277,FGF14-AS2,0.0051242255583511
ZSCAN29,GNLY,0.0051189137358198
RUNX3,PACSIN3,0.0051181464151632
ZNF143,TTC32,0.0051173336143332
ZNF547,DNA2,0.005117302452029
CEBPD,C19orf40,0.0051169932219028
IRF6,AC068282.3,0.0051153128383533
MTA1,PATL2,0.0051151386774919
BATF,LINC00894,0.0051141055904373
ZNF576,GPR171,0.0051121430152259
HIVEP3,BOD1L1,0.0051111604377296
ZBTB38,DST,0.0051110156174844
ID3,RP11-364B6.1,0.0051087728408446
ASCL2,TNFRSF1A,0.0051067563880309
RUNX3,PVRL1,0.0051066058785022
FOXN2,BAIAP2-AS1,0.0051060966489456
TP63,FUT7,0.0051057554786925
ID3,GTSE1,0.0051050611316979
ZNF264,PODXL,0.0051035605043805
BAZ2A,MAN1A2,0.005102472053772
LEF1,RP11-567J20.3,0.0051012400155181
ARID5B,MPST,0.0050997349842441
ZNF80,RP11-571L19.8,0.0050975057810719
ARNT,DNTT,0.005097334408245
ZNF576,RP11-860B13.1,0.0050972180448778
ZFHX3,S1PR5,0.0050958718971733
NR4A1,S1PR5,0.0050940409730178
ZNF264,RP11-58E21.4,0.0050936424657819
MAFB,CPEB2,0.0050930021611037
RUNX3,PLK4,0.0050926235251109
ZBTB34,RP11-15B17.1,0.0050918998904817
DNAJC1,RP11-291B21.2,0.0050913394826098
ZBTB38,ARNT,0.0050908867185283
ZNF277,LINC00936,0.0050902707605757
ZNF576,PLEK,0.0050875491492931
ARID2,RP11-983P16.4,0.0050866100055084
MLXIP,PGRMC2,0.0050863509493072
MYSM1,TNFRSF1A,0.005085472625501
ZNF264,CCDC53,0.0050851454715614
ZNF143,CTD-2260A17.1,0.0050847400435907
TBX6,BATF,0.0050845165842473
MYBL1,AKAP10,0.00508331192323
ZNF143,TTLL11,0.0050826999306819
SNAI3,RP11-571L19.8,0.0050809150256853
WDHD1,AC137932.1,0.0050801931127543
ZBTB38,CTD-3093M3.1,0.0050777759160838
ZBTB38,PTPRS,0.0050770296169456
TCF12,OXCT2,0.0050767142450041
ZNF576,MESDC1,0.0050759204328524
ZNF683,TPPP,0.0050757511409061
BBX,LINC00657,0.0050752970333337
AHCTF1,FUT7,0.0050744805470119
ZNF576,RP11-567J20.3,0.0050728862513362
ARID5B,LACE1,0.005072245951211
ZBTB38,RP11-138B4.1,0.005071633293255
FOXN2,AC090186.1,0.0050713139175283
ZBTB34,KLF6,0.0050695343214074
PKNOX1,FCRL6,0.0050672621029284
ZNF142,RP4-593H12.1,0.0050670770629147
ZNF576,PHLDA3,0.0050665579659797
ASCL2,DDX54,0.00506609418492
TCF12,RP11-426A6.5,0.0050651035306887
TCF12,GRK4,0.0050611441858148
CEBPD,CD1B,0.0050606585434362
CEBPD,FUT11,0.0050587312376905
YEATS4,AKAP10,0.0050578863591979
ARNT,CTD-2574D22.2,0.0050575680565002
ZSCAN2,AD000671.6,0.0050575009123118
THAP6,RP11-646J21.5,0.0050571161100305
ZNF737,MAP1A,0.0050564722375561
PKNOX1,DNMT3B,0.0050554938414664
ZNF576,LINC00384,0.0050539208509853
POU5F2,AC004067.5,0.0050514493101796
AHCTF1,CTD-2165H16.4,0.0050510474248017
CASZ1,RP11-727A23.11,0.0050488016005509
TCF12,SLC6A8,0.0050483106228805
NR4A1,METTL4,0.0050444506802917
ZNF264,FARP1,0.0050427041316269
PKNOX1,RP11-872J21.3,0.0050413934548807
FOSB,BOD1,0.0050413570472681
ZNF576,ANKRD10,0.0050409973901781
ZBTB38,ATP1A2,0.0050395931678251
AHCTF1,GOLGA6L4,0.0050393489208105
ZNF805,ZNF277,0.0050391794893522
ATF6,LL0XNC01-237H1.2,0.0050374228087657
POU5F2,PODXL,0.0050364677255838
ZNF233,RP11-421M1.8,0.0050352385550207
BATF,HIVEP3,0.0050347553448515
PURA,CLK3,0.0050345238164976
BBX,RP11-269M20.3,0.0050342058036497
FOXN2,RYK,0.0050332189008822
ATF6,FOLR2,0.0050298347141052
ZBTB34,RP11-477D19.2,0.0050283053517977
PLEK,KCNK5,0.0050262705703054
ATF6,LUZP1,0.0050248854659446
BAZ2A,TAS2R14,0.0050240777670317
FOXK1,CCSER2,0.0050236208744937
ASCL2,CD46,0.0050208842848714
ZNF683,RP11-138B4.1,0.0050206871722029
ZNF576,ATP2B1,0.0050199415138253
ZNF143,RP11-482D24.2,0.0050197417638351
ATF6,NPPC,0.0050181102972014
ARID2,NKG7,0.0050161058935264
MLXIP,RP11-7F18.2,0.0050142324541894
ZNF737,PDZD2,0.0050135367509873
ZBTB34,RP11-78O7.2,0.0050133764778799
POU5F2,CAAP1,0.0050119703326167
FOXN2,HIF1A-AS2,0.0050118221143605
BBX,ZNF562,0.0050114634744592
CENPA,FLT1,0.0050110653470332
BBX,AP001059.5,0.0050096428726214
PURA,ASCC1,0.005008799275965
ZSCAN2,S100A9,0.0050082705742695
FOXN2,PPM1L,0.005007753512716
ARID2,LINC00449,0.0050050945099963
ZNF311,ERGIC1,0.0050042264076991
ZSCAN29,LAMC3,0.0050037113415672
ZNF737,RP11-861A13.4,0.0050034762682652
ZNF320,RP11-434B12.1,0.0050026099425459
MLXIP,NOA1,0.0050007281904426
NR4A1,RP13-638C3.4,0.0049998531007219
MIXL1,CCDC110,0.0049997468980334
ZNF143,TRIP13,0.0049991794399081
CENPA,ZCCHC18,0.0049989274528142
ZBTB38,HEXA,0.0049987433009273
MYBL1,ENHO,0.0049982372205709
RORB,RP11-269M20.3,0.004998176048181
MYSM1,C4orf21,0.0049949817740909
MYBL1,TRIM74,0.0049948127872146
MYSM1,APLP2,0.0049934425793645
ZNF562,AP006621.8,0.0049922889825509
CEBPD,RAB26,0.0049922228489761
ATF6,RP3-522J7.6,0.0049912290631432
ASCL2,AHCTF1,0.0049891923922186
THAP6,CD160,0.0049862593111274
YEATS4,GDPGP1,0.0049857572156127
CASZ1,CLEC4A,0.0049852749227501
ZNF142,TTC26,0.0049844549975077
ID3,RP11-268P4.4,0.0049823501789708
ZNF683,ZNF320,0.0049755992306987
BAZ2A,CLEC7A,0.0049755337802394
ARNT,RP11-905K4.1,0.0049755024864519
RUNX3,AC195454.1,0.0049752487306003
CASZ1,C7orf49,0.0049741733187255
ZFHX3,RP11-351A11.1,0.0049737948612735
MAFG,CENPC,0.0049702520841828
ATF6,C4orf21,0.0049667623415829
ATF6,LGALS1,0.0049655765652133
ZNF710,LRP12,0.0049646382729797
ARID2,GOLGA6L6,0.0049625061832025
PLEK,AL928768.3,0.0049614116016901
FOSB,PAFAH1B2,0.0049612252458915
FOXN2,PURA,0.0049609673450532
ZNF143,LPIN2,0.0049598223167667
HIVEP3,AC110771.1,0.0049596544267726
HOPX,DTX2,0.0049596329811633
ZNF576,USP15,0.0049585127988201
ZNF710,STARD5,0.0049577834381623
TP63,RP11-983P16.4,0.0049543510666071
ZNF277,SLC2A7,0.0049514271292697
FOXN2,PLCL2,0.0049491127818063
ZNF683,MLLT4,0.0049488117383566
FOXN2,PLEKHF1,0.0049469019471878
ZNF80,DNA2,0.0049462511091224
BBX,TATDN2,0.0049451358588374
ZFHX2,HSPA12B,0.0049425126654963
ZNF320,RP11-18I14.11,0.0049418012637388
ID3,DLG3,0.004940511910289
ZBTB38,MTTP,0.0049398474723473
ZNF143,POLB,0.0049397132210076
MLXIP,RFWD3,0.0049382121258462
ARID5B,PTGDR,0.0049378580239009
MYBL1,ERRFI1,0.004937609521795
BATF,METTL4,0.0049369756356638
MAFB,GOLGA6L6,0.0049369461192362
ZNF142,ZNF843,0.0049362541575672
MLXIP,PARPBP,0.004935916752381
ZSCAN29,GPD2,0.0049344352423701
YEATS4,GPR171,0.004934394426507
MLXIP,TMEM155,0.0049296294479022
ZNF143,MAFG,0.0049291409704949
SOX13,IFI27,0.0049284448700485
ZNF576,MC1R,0.0049279646996976
ZFHX2,C1orf35,0.0049270806493767
ZNF470,RP11-567J20.3,0.0049268880871707
BBX,UCN,0.0049197228746112
ZBTB38,RP11-482D24.3,0.0049196401603175
ZNF320,TTC26,0.0049135948866324
SNAI3,PODXL,0.0049119189926207
AHCTF1,AC010226.4,0.0049107993971595
ZNF80,KIF20A,0.004909541023375
AHCTF1,RP11-58E21.4,0.0049082570257205
BAZ2A,IL18,0.0049051819698999
MYSM1,CCSER2,0.0049044803650912
ZBTB34,PPP5D1,0.0049042753709575
FOXN2,AD000671.6,0.0049029611689882
PPARG,FOLR2,0.0049029532837769
IRF6,NAT8L,0.0049015533805294
FOSB,LURAP1,0.0049007392146403
E2F5,KLRB1,0.0048998185200117
PLEK,S100A9,0.004898980626278
MYBL1,RP11-141C7.4,0.0048968640489985
CASZ1,hsa-mir-150,0.0048955885412119
DNAJC1,TBX6,0.0048945065498235
ZNF562,VSIG4,0.0048932837493417
DNAJC1,KLRC1,0.004889483349468
ZNF576,PKNOX1,0.0048893549017298
ZBTB38,CD160,0.0048851195745692
MYSM1,ORC5,0.0048828539871435
MLXIP,STAG1,0.0048824394221854
ZNF143,GOLM1,0.0048798417150426
DNAJC1,MAFG,0.0048782535173144
ASCL2,C6orf120,0.0048763672382387
RUNX3,LCP2,0.0048742311056585
SNAI3,CCSER2,0.0048737533271092
FOXN2,RP11-227D13.4,0.0048736036787148
ZNF576,GTSE1,0.0048732058925148
CENPA,AP006621.8,0.0048719167337678
MYSM1,RP11-795F19.5,0.0048688981170161
MAFG,CHM,0.0048684712380986
HOXA10,CDPF1,0.0048683361143316
ZNF547,AC012358.8,0.0048620540346608
BAZ2A,YKT6,0.004860712641295
ZNF683,CDC42EP3,0.0048594463560172
